id,text,sentiment,Expert
seattle-hotel-100565-review-1.json_12,We only had breakfast at Lola (the adjoining restaurant),NEUTRAL,3
seattle-hotel-100565-review-1.json_13,but it was excellent.,POSITIVE,3
seattle-hotel-100565-review-1.json_14,I had the doughnuts!!!,NEUTRAL,3
seattle-hotel-100565-review-1.json_15,I'm still raving about them.,POSITIVE,3
seattle-hotel-100565-review-1.json_16,"Overall, I enjoyed our stay,",POSITIVE,3
seattle-hotel-100565-review-1.json_17,but next time would stay somewhere less expensive.,NEGATIVE,3
seattle-hotel-100565-review-10.json_0,Clearly a luxury hotel but surprisingly ordinary.,POSITIVE,3
seattle-hotel-100565-review-10.json_1,Room modern but showing signs of wear  tear - not quality furnishings.,NEGATIVE,3
seattle-hotel-100565-review-10.json_2,Good location for shops and the famous tourist sites.,POSITIVE,3
seattle-hotel-100565-review-11.json_0,"Just returned from a 6 night business trip to Seattle, and enjoyed staying at the Andra.",POSITIVE,3
seattle-hotel-100565-review-11.json_1,"This was my 3rd long stay at the hotel,",NEUTRAL,3
seattle-hotel-100565-review-11.json_2,and each time I've been tempted to stay elsewhere in Seattle and have always ended up back at the Andra.,NEUTRAL,3
seattle-hotel-100565-review-11.json_3,"This time my wife came with me and agreed it was a great hotel: we had a Queen Andra Suite with 2 double beds, large desk, flatscreen TV, walk in wardrobe, minibar and plenty of space.",POSITIVE,3
seattle-hotel-100565-review-11.json_4,The decor is in muted tones and interesting textures.,NEUTRAL,3
seattle-hotel-100565-review-11.json_5,And the beds are amazingly comfortable: fine cotton sheets and soft down duvets and pillow made for a relaxing sleep.,POSITIVE,3
seattle-hotel-100565-review-11.json_6,The bar and lobby area is great for kicking back - quite small,POSITIVE,3
seattle-hotel-100565-review-11.json_7,but never had a problem getting in for late drinks.,NEUTRAL,3
seattle-hotel-100565-review-11.json_8,"The best thing here is location too: on the edge of trendy Belltown with great restaurants in walking distance, and the shops a couple of blocks away.",POSITIVE,3
seattle-hotel-100565-review-11.json_9,"Lola onsite is good,",POSITIVE,3
seattle-hotel-100565-review-11.json_10,but the Dahlia Lounge directly opposite is fantastic.,POSITIVE,3
seattle-hotel-100565-review-11.json_11,Would definitely recommend the hotel: we stayed a couple of nights at the W Seattle,POSITIVE,1
seattle-hotel-100565-review-11.json_12,"and the two hotels are very similar in terms of service and room standards,",NEUTRAL,3
seattle-hotel-100565-review-11.json_13,but the Andra is about half the price!,NEUTRAL,3
seattle-hotel-100565-review-11.json_14,One thing: definitely try to get a high floored room away from the building works for the new skyscraper next floor.,NEUTRAL,1
seattle-hotel-100565-review-11.json_15,"I have never had any problems,",POSITIVE,3
seattle-hotel-100565-review-11.json_16,but some of my colleagues have been near to the construction site,NEUTRAL,3
seattle-hotel-100565-review-11.json_17,and they start very early!!,NEUTRAL,3
seattle-hotel-100565-review-12.json_0,Experience @ A Great Rate Three cheers for the staff @ the Hotel Andra.,POSITIVE,3
seattle-hotel-100565-review-12.json_1,At all points of contact I felt welcomed  assisted in a professional but warm manner.,POSITIVE,3
seattle-hotel-100565-review-12.json_2,We were provided a complimentary upgrade on our room type (without our asking) when the front desk noted that they had room to do so.,POSITIVE,3
seattle-hotel-100565-review-12.json_3,Room service was fantastic (gourmet larger than life BLT sandwiches and delicious kebabs  dips).,POSITIVE,3
seattle-hotel-100565-review-12.json_4,"Big comfy robes, cool ambiance, and a blissful sleep.",POSITIVE,3
seattle-hotel-100565-review-12.json_5,The hotel is a bit older (like most in Seattle),NEUTRAL,3
seattle-hotel-100565-review-12.json_6,but extremely clean and decor has been upgraded with a modern contemporary look/feel.,POSITIVE,3
seattle-hotel-100565-review-12.json_7,I'm confident that we couldn't have found a better boutique hotel for a better price.,POSITIVE,3
seattle-hotel-100565-review-12.json_8,A great experience - we will stay here again next time we travel down to Seattle for a getaway weekend!,POSITIVE,3
seattle-hotel-100565-review-13.json_0,"First of all, the location of the Andra can't be beat.",POSITIVE,3
seattle-hotel-100565-review-13.json_1,Walking to nearly every sight in Seattle was a breeze.,POSITIVE,3
seattle-hotel-100565-review-13.json_2,"However, I strain to compare this boutique hotel to the others I have visited on the west coast.",NEUTRAL,3
seattle-hotel-100565-review-13.json_3,"The amenities were lackluster,",NEGATIVE,3
seattle-hotel-100565-review-13.json_4,"the weightroom seemed like an afterthought,",NEGATIVE,3
seattle-hotel-100565-review-13.json_5,and the staff was astoundingly incompetent and insincere.,NEGATIVE,3
seattle-hotel-100565-review-13.json_6,"They seemed to know next to nothing about the property or the city,",NEGATIVE,3
seattle-hotel-100565-review-13.json_7,and the management seemed to be hiding out in some alcove behind the desk.,NEGATIVE,3
seattle-hotel-100565-review-13.json_8,"Overall, if you have money to burn and are looking for a staff to challenge your patience,",NEGATIVE,3
seattle-hotel-100565-review-13.json_9,you will not be disappointed.,POSITIVE,3
seattle-hotel-100565-review-13.json_10,Wether that equals a happy stay because of the location is up to you.,NEUTRAL,3
seattle-hotel-100565-review-14.json_0,My stay at the Andra was exceptional.,POSITIVE,3
seattle-hotel-100565-review-14.json_1,The location was terrific.,POSITIVE,3
seattle-hotel-100565-review-14.json_2,"Within walking distance of Pike Street, Needle, Jazz Clubs, Fine Restruants, and just plain city kicking around.",POSITIVE,3
seattle-hotel-100565-review-14.json_3,The rooms were clean and well maintained.,POSITIVE,3
seattle-hotel-100565-review-14.json_4,The staff was the best.,POSITIVE,3
seattle-hotel-100565-review-14.json_5,The beds were unreal.,POSITIVE,3
seattle-hotel-100565-review-14.json_6,If I didnt want to go out and see the city so much I would have just layed about in them all day they were that comfortable.,POSITIVE,3
seattle-hotel-100565-review-14.json_7,My wife and myself were so impressed that we have swore to return for a long weekend.,POSITIVE,3
seattle-hotel-100565-review-14.json_8,"For those who are taking a cruise out of Seattle , like us, plan an extra day or two prior to your leaving and stay at the Andra (about 3 minutes form the debarkation dock) to compliment your trip.",POSITIVE,1
seattle-hotel-100565-review-14.json_9,You will not be dissapointed.,POSITIVE,3
seattle-hotel-100565-review-15.json_0,What a great example of classic service.,POSITIVE,3
seattle-hotel-100565-review-15.json_1,Service was excellent.,POSITIVE,3
seattle-hotel-100565-review-15.json_2,I had set up a package via Luxury Link,NEUTRAL,3
seattle-hotel-100565-review-15.json_3,however upon arrival the reservation was no where to be found.,NEGATIVE,3
seattle-hotel-100565-review-15.json_4,The hotel staff was excellent in making it a non-issue.,POSITIVE,3
277882:54,Just returned from a 3 night stay.,NEUTRAL,3
277882:54,This is a FABULOUS hotel.,POSITIVE,3
277882:54,"The front desk staff, the doormen, the breakfast staff, EVERYONE is incredibly friendly and helpful and warm and welcoming.",POSITIVE,3
277882:54,The room was fabulous too.,POSITIVE,3
277882:54,"Really comfy beds, great decorating, and super super clean.",POSITIVE,3
277882:54,"The breakfasts are great - fresh fruit, bagels, muffins, hot eggs and sausage, etc.",POSITIVE,3
277882:54,Good coffee.,POSITIVE,3
277882:54,Just around the corner from the hotel is a FABULOUS little Italian restaurant - Bon Amici.,POSITIVE,3
277882:54,Highly recommend it.,POSITIVE,1
277882:54,I will stay at this hotel everytime I come to New York.,POSITIVE,3
223041:120,"Comfortable, friendly hotel",POSITIVE,3
223041:120,My friend and I stayed at the Elan in late February.,NEUTRAL,3
223041:120,Location was great.,POSITIVE,3
223041:120,"There were restaurants,Beverley Centre,laundrette, shops, all very close.",POSITIVE,3
223041:120,Public transport was very accessible.,POSITIVE,3
223041:120,The staff at the hotel were extremely helpful and courteous.,POSITIVE,3
223041:120,The rooms were quite nice and clean.,POSITIVE,3
223041:120,Bathrooms were good.,POSITIVE,3
223041:120,The free internet was a godsend.,POSITIVE,3
223041:120,The breakfast area next to the lobby was excellent with the morning sun beating in.,POSITIVE,3
223041:120,"The continental breakfast on offer was ideal with bagels ,cereals ,tea coffee, fresh fruit.",POSITIVE,3
223041:120,We had a very pleasant stay and I would highly recommend anyone to stay there.,POSITIVE,1
233571:19,Perfect hotel at a perfect location,POSITIVE,3
233571:19,My girlfriend and me stayed at the hotel Cadran over the wekend.,NEUTRAL,3
233571:19,The room we had was perfect.,POSITIVE,3
233571:19,"It was newly renovated, clean and had a modern design.",POSITIVE,3
233571:19,Also the location of the hotel is perfect.,POSITIVE,3
233571:19,It is only a short walk away from the Eiffel tower.,POSITIVE,3
93457:198,NYC in the summer,NEUTRAL,3
93457:198,Stayed here for an overnight while we were in town for a show.,NEUTRAL,3
93457:198,"Hotel is good for a home base, but not real big ,no business center, etc,.",POSITIVE,3
93457:198,"Good location between Times Square and Central Park, Blue line station on 50th and 8th, walk to theaters, plus hot and cold breakfast with 2 staff members in the dining area.",POSITIVE,3
93457:198,"Rooms are standard, beds are new, staff in helpful.",POSITIVE,3
93457:198,They were selling broadway theater tix at the concierge desk.,POSITIVE,3
93457:198,"Call ahead, but I think that offered a different show each day.",NEUTRAL,3
93457:198,"Good price ,$200, for a clean, safe, mid-town room ,2 double beds, that includes breakfast.",POSITIVE,3
123022:101,We stayed here for two nights on the recommendation of others on trip advisor.,NEUTRAL,3
123022:101,We were very cautious because we were taking our two year old daughter and wanted to ensure that it was suitable.,NEUTRAL,3
123022:101,"Well, it didnt let us down.",NEUTRAL,3
123022:101,We stayed in a 1 bedroom lake view suit.,NEUTRAL,3
123022:101,"It was clean, modern and spacious enough.",POSITIVE,3
123022:101,We were suprised by the 42 flat screen tv on the wall when we opened the door.,NEUTRAL,3
123022:101,"There was some road noise at night, not from the main road directly below, but from the free-way behind, but this didnt spoil our much needed sleep.",NEGATIVE,3
123022:101,"The pool was fine, clean and towels were available in the pool area.",POSITIVE,3
123022:101,"Like others before, i agree that the lift took ages to arrive at times, which was mildly frustrating.",NEGATIVE,3
123022:101,The courtesy bus was excellent and always available. A great hotel,POSITIVE,3
224877:105,Loved this hotel,POSITIVE,3
224877:105,I disagree with some of the reviews i have read on tripadvisor re this hotel.,NEUTRAL,3
224877:105,we stayed one night at the loews hotel miami beach where we have stayed many times and then moved to this hotel for 2 nights.,NEUTRAL,3
224877:105,"From the time you walk in the door, this hotel makes you feel welcome.",POSITIVE,3
224877:105,the staff goes out of their way to make sure you are happy and comfortable.,POSITIVE,3
224877:105,Yes the pool is small but the last thing i want to do at a hotel is sit around a pool with a lot of people.,NEGATIVE,3
224877:105,the beach was magnificent.,NEUTRAL,3
114134:62,Have recently returned from a four night stay in the lenox a great experience.,POSITIVE,3
114134:62,"Firstly location is perfect close to Boston Common and handy for trains , harvard trip a must, and short taxi rides to anywhere else you want to visit.",POSITIVE,3
114134:62,The rooms were well appointed and roomy enough bathrooms were fine.,POSITIVE,3
114134:62,There are two bars an Irish bar a little more casual and the city bar very busy and a little more highbrow.,NEUTRAL,3
114134:62,Overall if you stay at the lenox you will not be disappointed,POSITIVE,3
192044:76,Lovely Hotel Cannot speak highly enough of The London Bridge Hotel.,POSITIVE,3
192044:76,"Our room was delightful, the service was brilliant and the breakfast was superb.",POSITIVE,3
192044:76,Stayed for three nights in July and wished it was longer,NEUTRAL,3
192044:76,Thanks to all staff.,POSITIVE,3
89148:233,"Beautiful Stay Wonderful hotel, excellent location",POSITIVE,3
89148:233,"You are in walking distance ,minutes, to Bourbon Street, Canal Street, and the French Market.",POSITIVE,3
89148:233,"The rooms were beautiful, not large, but definitely enough room for two.",POSITIVE,3
89148:233,"The hotel has completed $70 million in renovations, and it shows.",POSITIVE,3
89148:233,The bathroom was decorated with marble tile and granite countertop.,POSITIVE,3
89148:233,The shower was great- lots of pressure and no temperature fluctuations.,POSITIVE,3
89148:233,The hotel bar is unique with a revolving central carousel.,POSITIVE,3
89148:233,The Hunt Grill was wonderful- try the crab bisque and crab cakes.,POSITIVE,3
89148:233,"They left an offer in our room for a free bottle of wine with 2 entrees in the restaurant, which was a nice touch.",POSITIVE,3
89148:233,We would definitely return to this hotel,POSITIVE,3
300840:70,"ugly inside, nice outside ,nice location, aaaaahh",CONFLICT,3
300840:70,very ugly room.,NEGATIVE,3
300840:70,but it has a very nice location.,POSITIVE,3
224877:60,Great Stay in Downtown Miami,POSITIVE,3
224877:60,We chose the Mandarin Oriental as we felt to old for South Beach and we were glad we made the right choice.,POSITIVE,3
224877:60,The hotel is lovely - all rooms have balconies and we chose the Executive Suite - lots of space and a lovely bathroom.,POSITIVE,3
224877:60,A cab to SoBe was $30 and if youre staying at the M.O. then this is a small price to pay.,POSITIVE,3
224877:60,"The service was very good, prices for meals and drinks expensive as you would expect - no point in whinging about a $12 martini if your paying hundreds for the room.",POSITIVE,3
224877:60,"For those of us visitors without cars, taxis were easy to get and there is a new complex called Mary Brickell Village which has some good restaurants and is a 10 minute walk away.",POSITIVE,3
224877:60,"The in-room facilities have it all, although no flat screen TVs yet.",NEUTRAL,3
224877:60,"The amenities are Aromatherapy Associates of London - smell of lavender and rose - delightful, conditioner is great.",POSITIVE,3
224877:60,Load of fresh fluffy towels.,POSITIVE,3
224877:60,"Pool is a bit small but adequate, the gym well equipped but not used much.",NEUTRAL,3
224877:60,Azul was a fantastic meal - delicious contempory food and slick service but the only detractor was that it arrived on a cold plate.,POSITIVE,3
224877:60,The only other detractor was the bar - off to one side of reception and seemed like a last minute thought - slick service and a list of over 200 martini - we were sorry we didnt stay long enough to try them all.,CONFLICT,3
289202:55,"We had booked one of the red rooms, but on arrival were informed that one of the suites was available in an adjacent building down a short Calle.",POSITIVE,3
289202:55,"Once we had seen the picture, we were hooked and when we saw it, we knew we had made the right choice.",NEUTRAL,3
289202:55,"It was lovely, and looked very recently done.",POSITIVE,3
289202:55,"There was a king size fourposter bed,draped in white muslin.",POSITIVE,3
289202:55,"Dressing table, and wardrobe all beautifully decorated.",POSITIVE,3
289202:55,"The walls are covered in cream striped fabric, and there are very beautiful wall lights and table lamps.",POSITIVE,3
289202:55,The windows were dressed with acres more white muslin and luxuriously draped curtains.,POSITIVE,3
289202:55,"The room was equipped with a security box in the wardrobe and a very efficient mini bar, not to mention the wall mounted flat screen TV.The bathroom was spotlessly clean, and equipped with a superb shower cubicle.",POSITIVE,3
289202:55,"Everything from spare toothbrushes, razors , shower caps, shoe polishing sponges and a very handy sewing kit.",POSITIVE,3
289202:55,"The double glazing kept out all noise, and the shutters were excellent too.",POSITIVE,3
289202:55,"It was hard to believe that you were only a couple of hundred yards away from the Grand Canal, you heard nothing, not even the church bells",POSITIVE,3
289202:55,"The entry hall was all marble, as were the two flights of stairs you had to climb to get to our suite.",POSITIVE,3
289202:55,"Entry was via a buzzer system operated from the reception area, then a security card key to your suite.",NEUTRAL,3
289202:55,We were never kept waiting to get in form more than a minute.,POSITIVE,3
289202:55,"The hotel has tables and chairs right on the Grand Canal, and a shady area to the side under two large sun shades.",POSITIVE,3
289202:55,We sat there for a couple of hours every afternoon with a drink or two just watching Venice pass by.,POSITIVE,3
289202:55,"Entertainment was provided by the Gondoliers based at the Gondola station right outside the notel, their banter is wonderful to watch.",POSITIVE,3
289202:55,"Breakfast was very good, cheese and cold meats, boiled eggs yoghurts, cereals, juice and a wide array of pastries and fresh fruit.",POSITIVE,3
289202:55,"We got down later one morning, nearer 10 than 7, and there was still plenty to choose from.",POSITIVE,3
289202:55,Fresh coffee is made for you from an impressive machine at reception.,POSITIVE,3
289202:55,A choice of teas was also available.,POSITIVE,3
289202:55,"The breakfast room was very well presented, and you can also breakfast outside or in the bar area.",POSITIVE,3
289202:55,We did all three during our stay.,NEUTRAL,3
289202:55,The reception staff and all the waiting/bar staff were extremely helpful and friendly.,POSITIVE,3
289202:55,Nothing was too much trouble.,POSITIVE,3
289202:55,"Reception was full of flowers, and an enduring memory of the hotel will be the scent of lilies, gorgeous",POSITIVE,3
289202:55,"We will definately be returning, and recommending it to anyone we know is intending to visit Venice.",POSITIVE,1
289202:55,"Almost forgot, it is even easier to find it when you arrive at Piazza Roma than the website says, and takes less than 10 minutes to walk even with a case.",POSITIVE,1
289202:55,"They were also more than happy to store our luggage before and after check out, which was brilliantEverything is right there on the doorstep.",POSITIVE,3
289202:55,You cannot go wrong.,POSITIVE,3
289202:55,"We were asked when we left if we could think of anyway the stay could have been better, we honestyly couldnt hink of anything at all.",POSITIVE,3
289202:55,"On reflection, a chest of drawers might be a useful addition to Room 515, but in the scale of things, how minor is that?",NEUTRAL,3
289202:55,"Pretty much faultless, we loved it.",POSITIVE,3
192044:88,"Had booked this hotel for a 10-night stay ,got a great deal via",POSITIVE,3
192044:88,"HotelConnect, mainly based on the many great reviews here.",NEUTRAL,3
192044:88,And it fully lived up to our expectations,POSITIVE,3
192044:88,"Check-in a bit late - but it was a busy time for the hotel, and theres plenty to do just on the doorstep, so that was okay",NEUTRAL,3
192044:88,"Great location - plenty to see, and good train/tube connections.",POSITIVE,3
192044:88,Charing Cross only 10 mins by train.,POSITIVE,3
192044:88,Even Portobello - which is in the direct opposite of London - only took less than _?Çè_Çè__Çè_Çè___ hour by tube.,POSITIVE,3
192044:88,"Staff was friendly and hard-working - yes, many are from other European countries, but all work hard and are very friendly, so I cant see why some reviewers ,and even some hotel-guests we overheard, would mention it as if it was a negative",POSITIVE,3
192044:88,"Beds comfy, room spotless, good sanitary appliances as opposed to usual British plumbing",POSITIVE,3
192044:88,"Breakfast was typical hotel fare, not especially exciting, but fresh, varied and plentiful.",NEUTRAL,3
192044:88,"Room-service fast and delicious, great selection of food.",POSITIVE,3
192044:88,Ate dinner at Georgetown - highly recommended,POSITIVE,1
100505:94,Great value in Seattle,POSITIVE,3
100505:94,Myself and spouse stayed at the Warwick Seattle for four days in September.,NEUTRAL,3
100505:94,This hotel does not disappoint as a reasonably priced stay in the downtown area.,POSITIVE,3
100505:94,"Its an easy walk to all sightseeing attractions ,five blocks from the waterfront, and there is a free bus in Seattle but we could never figure out how that worked ,do some research before you go,.",POSITIVE,3
100505:94,"Our room ,king bed, was spacious and nicely appointed, very comfortable and with plenty of pillows.",POSITIVE,3
100505:94,"The coffee in the room of course was great ,this being Seattle,.",POSITIVE,3
100505:94,The bath is finished in marble with a deep tub and hand-held shower which was a nice touch.,POSITIVE,3
100505:94,Toiletries were below average but thats not a huge consideration for us.,NEGATIVE,3
100505:94,Our only complaints concerned the front desk.,NEGATIVE,3
100505:94,"I had made two reservations: one for the first part of our trip and one for the third leg ,after Olympic Penninsula, but decided to cancel the second reservation.",NEUTRAL,3
100505:94,When we arrived at the hotel after a full day of travel the desk clerk kept us waiting for several minutes without so much as a hello.,NEGATIVE,3
100505:94,We moved to the second desk clerk when she was free and were told that our reservation could not be found.,NEGATIVE,3
100505:94,No attempt was made to look for it.,NEGATIVE,3
100505:94,We had to walk up the stairs to the parking garage and get our confirmation from our luggage and only then did they find the reservation.,NEGATIVE,3
100505:94,The following day my office tried to call and was told that we werent staying there.,NEGATIVE,3
100505:94,Parking is $21/day which is pretty steep but the only option because parking in Seattle is scarce.,NEGATIVE,3
100505:94,"The hotel doesnt have a shuttle so the only other option was a cab which is about $30.The hotel restaurant is adequate but for a really great breakfast walk a block to the Mayflower Park Hotel ,pricey but fabulous,.",NEGATIVE,3
152474:89,"Good position, nice staff and very clean rooms ",POSITIVE,3
152474:89,The bathroom is also very nice and quite big.,POSITIVE,3
152474:89,"other services are available : travel agency, security boxes in the reception, internet for 10 pesos per 15 minutes and the reception can keep your luggages if you are away for your last day...",POSITIVE,3
119658:206,Well so much good had been said about this hotel I knew we would be happy staying here.,NEUTRAL,3
119658:206,"It was easy to find, parking for free is a bonus and boy oh boy was Versa a wealth of information",POSITIVE,3
119658:206,"She was always smiling, and ready with any questions.",POSITIVE,3
119658:206,"We booked the city tour thru her ,she did all the calling, and she helped us reserve tickets for Alcatraz.",POSITIVE,3
119658:206,"The location is perfect, right in the middle of the city, easy to walk anywhere, or hop on transit.",POSITIVE,3
119658:206,"And we did, we saw so much",NEUTRAL,3
119658:206,"The positives on the room are that is was a large room, king bed was nice, it was also very clean.",POSITIVE,3
119658:206,"Negatives, sheets had small holes or even areas where it was torn.",NEGATIVE,3
119658:206,Towels were small and very rough.,NEGATIVE,3
119658:206,"Very thin walls and floors, could hear your neighbours all around.",NEGATIVE,3
119658:206,Furniture was old and shows the wear and tear.,NEGATIVE,3
119658:206,Water in the shower went from cold to hot and back again.,NEUTRAL,3
119658:206,All in all it was adequate for what we needed.,NEUTRAL,3
119658:206,The price was certainly good.,POSITIVE,3
119658:206,"But I dont think I would stay here again, I may need to pay more and get more.",NEUTRAL,3
1126079:52,Inexpensive Boutique-like Hotel,POSITIVE,3
1126079:52,"If you dont mind a 20 minute train ride to get into the city, this is the place to stay in Amsterdam.",NEUTRAL,1
1126079:52,I booked this hotel for less than $100 USD and it is one of the best values that I have ever received from a hotel.,POSITIVE,3
1126079:52,"The check-in is amazingly quick and can be done without talking to anyone, if you choose.",POSITIVE,3
1126079:52,"The computer guides you through the system; however, two guest service personnel stand by for your convenience.",POSITIVE,3
1126079:52,The lobby is beautiful.,POSITIVE,3
1126079:52,"The room is small ,the width of the room is the length of a kingsized bed,, but it is so well laid out, you would hardly notice the size.",POSITIVE,3
1126079:52,The pod toilet is private enough that you dont feel awkward about utilizing the facility with another person in the room.,POSITIVE,3
1126079:52,The TV and the room remote control is awesome.,POSITIVE,3
1126079:52,"Now, the only negative about this room...the shower.",NEGATIVE,3
1126079:52,"Since the pod shower only works when it is closed, it is not possible to get warm water flowing before you step into the pod.",NEGATIVE,3
1126079:52,This burst of cold water from the roof of the shower is quite the wake-up.,NEGATIVE,3
1126079:52,The check-out from the room is just as easy as the check-in.,NEUTRAL,3
1126079:52,The hotel is immediately adjacent to the airport and it is perfect for early morning departures,POSITIVE,3
1126079:52,"Also, I will seriously consider this as my base hotel for visiting Amsterdam in the future, despite the fact that it is a brief train ride from the center of town.",POSITIVE,3
1126079:52,"Note, the room can only accommodate two people who are close",NEGATIVE,3
1126079:52,"Meaning, dont expect your family of four to be comfortable in one room.",NEGATIVE,1
301619:7,Cant fault it...,POSITIVE,3
301619:7,"I am lucky enough to travel to Tokyo quite a lot and I always stay at the Okura ,South Wing,.",NEUTRAL,3
301619:7,"Colleagues ask me why when I can stay at one of the massive chain hotels, also on the approved list.",NEUTRAL,3
301619:7,"The answer is pretty simple - you just cannot fault the Okura for price, location and for comfort.A previous reviewer commented on the decor seeming old fashioned.",CONFLICT,3
301619:7,Its like stepping into my nans living room with brown and orange geometric patterned carpets and 70s furniture.,NEUTRAL,3
301619:7,"Its not true to say that it hasnt been renovated, though.",NEUTRAL,3
301619:7,Part of the beauty of the Okura is that they *do* renovate it every few years - they just keep it the same way and I kind of like that.,POSITIVE,3
301619:7,"The big chains and their attempt to instill some americana into Japan result in a dilution of the excellent Japanese service ethic, which as visitors will know, is out of this world, but very rule-bound.",NEUTRAL,3
301619:7,"Top tip for frequent visitors is the Okura Club International which you can join for nothing and entitles bearers to free usage of the pool, showers and o-furo ,bath, which you would normally have to pay for.",POSITIVE,1
301619:7,"Even if this is an urban myth, I dont care.",NEUTRAL,3
301619:7,"I really cant imagine John and Yoko sitting amongst the crap Scottish memorabilia, but I hope its true.I have only ever eaten at the Chinese restaurant in the Okura - To Ka Lin - and it is exquisite.",POSITIVE,3
301619:7,"Expensive though, but it is supposedly the best Chinese restaurant in Japan.",NEUTRAL,3
301619:7,Not sure about that - take a trip to Yokohamas Chinatown - but it is very good if youre feeling lazy and cant be bothered to venture out of the hotel.,NEUTRAL,3
301619:7,"If youre heading to Tokyo, whether its business or pleasure, I definitely recommend the Okura. 70s kitsch, crap Scottish bar - its all good.",POSITIVE,1
81363:58,Nice boutique hotel in a fabulous city,POSITIVE,3
81363:58,working on fulfilling my New Year resolution to be more diligent about writing hotel reviews on tripadvisorWe stayed at this hotel for 3 nights in December 2006.,NEUTRAL,3
81363:58,Overall Hotel California offers a fantastic value.,POSITIVE,3
81363:58,"The two things that really did it for me were the beds ,very comfortable and we loved the flannel sheets,",POSITIVE,3
81363:58,and the free internet with printer on the mezzanine.,POSITIVE,3
81363:58,Our room was not large but nicely decorated and very sunny with a good sized bay window looking out onto Geary Street.,POSITIVE,3
81363:58,"I did not notice traffic sounds during our stay, but I also sleep like the dead so it no surprise.",POSITIVE,3
81363:58,"The room had wood floors so I halfway expected my socks to pick up dust and whatnot walking around, but the floor was spotless- as was the entire room.",POSITIVE,3
81363:58,The staff members were generally very helpful and pleasant.,POSITIVE,3
81363:58,Several times they assisted us with public transportation schedules and attraction information.,POSITIVE,3
81363:58,"None of them appeared to be a concierge per se and noone offered to make us dinner reservations when asked about restaurants, so expect to take care of these details on your own.",NEUTRAL,1
81363:58,"We love boutique hotels with eclectic features, so this was a good fit for us.",POSITIVE,3
81363:58,If you prefer large corporate-style hotels this may not be the place for you.,NEGATIVE,1
81363:58,"Next time we are in San Fran we will likely stay at the Westin, but as a more economical alternative only 2 blocks down, this place is great",POSITIVE,3
81363:58,"Honestly, this may be one of the best values in San Fran, a place that defies the meaning of value.",POSITIVE,3
81363:58,We were only disappointed we couldnt stay longer in this great city.,NEGATIVE,3
230118:157,"Friendly staff, great location",POSITIVE,3
230118:157,My husband and I stayed at the Park Hotel and enjoyed our time in Amsterdam.,POSITIVE,3
230118:157,The hotel is in a great location,POSITIVE,3
230118:157,"The staff was so friendly and helpful, and our room was above average, considering the norm for hotels in Europe.",POSITIVE,3
230118:157,"The prices were high, but the location cant be beat.",CONFLICT,3
534638:78,Knew the seminyak area well but hads never stayed at the Sofitel before.,NEUTRAL,3
534638:78,"was slightly cautious after reviews on here but was more than happy with what we ended up with - room was fine, perfectly large enough for European tastes.",POSITIVE,3
534638:78,"Did have the same problem with aircon but it was stuck on 23C not 25, so not such a problem.",NEGATIVE,3
534638:78,"breakfast fantastic, as everyone has said before, and ate drank around the pool most days - certainly no complaints, and given the decent GBP/USD rate no complaints re prices.",POSITIVE,3
534638:78,food also of a very good standard.,POSITIVE,3
534638:78,"I would agree that sometimes the standard isnt great all the time, but they do at least make the effort, which is half the point in my opinion.",NEUTRAL,3
534638:78,"For what we paid I have nothing to complain about, and will happily return.",NEUTRAL,3
80083:34,Just got back from a wonderful 4 day trip to NYC and had such a greatl experience staying at the Chelsea Lodge.,POSITIVE,3
80083:34,"We went fully aware that the rooms were small, and yes they were, but spotless and charming.",POSITIVE,3
80083:34,It is called a LODGE...and thats exactly what it felt like.,NEUTRAL,3
80083:34,Staff was very nice and welcoming.,POSITIVE,3
80083:34,Shared toilets are not a problem at all.,NEUTRAL,3
80083:34,Great air conditioning...and we needed it as it was very hot.,POSITIVE,3
80083:34,Located on a very safe street in Chelsea...steps away from many restaurants and cafes.,NEGATIVE,3
80083:34,For great morning coffee and pastries try La Bergamote on 9th Ave at 20th.,POSITIVE,3
80083:34,The Lasagna Ristorante on 8th is very good as well.,POSITIVE,3
80083:34,Staying at the Chelsea Lodge makes u feel as if you are living there and not just a visitor to a typical sterile hotel room.,POSITIVE,3
80083:34,Could go on for days about how pleased we were.,POSITIVE,3
80083:34,Such a great find....we will DEFINITELY be back.,POSITIVE,3
209583:320,An experience of a lifetime,POSITIVE,3
209583:320,"Greater: Lizandro Rodriguez, was very friendly and curteous the whole week I was there.",POSITIVE,3
209583:320,He made sure I was happy.,POSITIVE,3
209583:320,When I arrived to the hotel I was very sick and he send medicine to my room as well as room service.,POSITIVE,3
209583:320,Thanks to him I was able to enjoy my stay.,POSITIVE,3
209583:320,Im planing my next vacation for next year.,POSITIVE,3
247957:1088,Vacation From Hell,NEGATIVE,3
247957:1088,"Thier brochure and website rate this hotel as a four and half star property, but at the time of our visit it did not meet the standard of a three star property.",NEGATIVE,3
247957:1088,"At the time of our visit, the buffet, beach club and several restaurants were under renovation.",NEGATIVE,3
247957:1088,"Our decision on this property was made based on the information in the Air Transat Holidays brochure and the Occidental Gran Flamenco website, neither of which mentioned any renovations.",NEUTRAL,3
247957:1088,The renovations to the buffet resulted in the buffet being served in the stage area and theGrill Restaurant.,NEUTRAL,3
